jugador;pais;posicion;equipo;liga;edad;partidos_jugados;partidos_titular;minutos_jugados;goles_sin_penalties;npxG+xA;goles;disparos;disparos_a_puerta;%_disparos_a_puerta;goles/disparo;goles/disparo_a_puerta;distancia_media_disparo;tiros_libres_lanzados;penalties_marcados;penalties_intentados;xG;npxG;npxG/Sh;G-xG;npG-xG;pases_completados;pases_intentados;%_pases_completados;valor_de_mercado
Sam Greenwood;ENG;MF,FW;Leeds United;eng Premier League;19;7;1;237;0;1,1;0;4;0;0;0;0;19,4;1;0;0;0,4;0,4;0,09;-0,4;-0,4;60;85;70,6;2040000
Sam Lammers;NED;FW;Atalanta;it Serie A;24;2;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;19;57,9;4100000
Saman Ghoddos;IRN;DF,MF;Brentford;eng Premier League;27;17;4;536;1;1,9;1;8;2;25;0,13;0,5;20;1;0;0;0,6;0,6;0,08;0,4;0,4;149;221;67,4;2740000
Sambou Sissoko;FRA;MF,DF;Reims;fr Ligue 1;22;8;0;176;0;0,4;0;3;0;0;0;0;21,8;0;0;0;0,2;0,2;0,05;-0,2;-0,2;71;97;73,2;540000
Sambou Soumano;SEN;FW;Lorient;fr Ligue 1;20;21;4;447;3;3,5;3;18;4;22,2;0,17;0,75;10,6;0;0;0;3,4;3,4;0,19;-0,4;-0,4;62;93;66,7;875000
Samu Castillejo;ESP;FW,MF;Milan;it Serie A;26;5;1;125;0;0,3;0;2;0;0;0;0;12,7;0;0;0;0,1;0,1;0,05;-0,1;-0,1;56;68;82,4;6437500
Samuel Chukwueze;NGA;MF,FW;Villarreal;es La Liga;22;27;12;1333;3;8,7;3;34;7;20,6;0,09;0,43;16,2;0;0;0;4,4;4,4;0,13;-1,4;-1,4;344;473;72,7;20000000
Samuel Di Carmine;ITA;FW;Hellas Verona;it Serie A;32;1;0;36;0;0;0;1;0;0;0;0;16,8;0;0;0;0;0;0,03;0;0;5;5;100;775000
Samuel Kalu;NGA;FW,MF;Bordeaux;fr Ligue 1;23;11;3;328;1;1;1;13;8;61,5;0,08;0,13;21,3;1;0;0;0,8;0,8;0,06;0,2;0,2;90;118;76,3;4625000
Samuel Koeberlé;FRA;MF;Reims;fr Ligue 1;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;100;150000
Samuel Loric;FRA;DF;Lorient;fr Ligue 1;21;3;3;269;0;0,1;0;1;0;0;0;0;19;0;0;0;0,1;0,1;0,12;-0,1;-0,1;88;128;68,8;525000
Samuel Moutoussamy;COD;MF;Nantes;fr Ligue 1;24;30;16;1509;0;2,6;0;14;6;42,9;0;0;16,3;0;0;0;2,2;2,2;0,15;-2,2;-2,2;608;718;84,7;2294444
Samuel Umtiti;FRA;DF;Barcelona;es La Liga;27;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;50;84;4714285
Samuele Ricci;ITA;MF;Empoli;it Serie A;19;21;17;1530;1;0,5;1;8;1;12,5;0,13;1;25,6;0;0;0;0,2;0,2;0,03;0,8;0,8;820;921;89;11500000
Sandro Ramírez;ESP;FW;Getafe;es La Liga;26;29;19;1462;3;3,6;3;50;14;28;0,06;0,21;22,5;7;0;0;2,8;2,8;0,06;0,2;0,2;287;394;72,8;3050000
Sandro Tonali;ITA;MF;Milan;it Serie A;21;36;31;2600;5;8,3;5;38;11;28,9;0,13;0,45;22,2;4;0;0;4,3;4,3;0,11;0,7;0,7;1208;1481;81,6;40400000
Santi Comesaña;ESP;MF;Rayo Vallecano;es La Liga;24;35;32;2682;1;6,4;1;34;5;14,7;0,03;0,2;12,5;1;0;0;4;4;0,12;-3;-3;1241;1488;83,4;3375000
Santi Mina;ESP;FW;Celta Vigo;es La Liga;25;33;30;2367;7;9,1;7;59;21;35,6;0,12;0,33;14,4;1;0;1;7,9;7,1;0,12;-0,9;-0,1;455;673;67,6;11500000
Santiago Arias;COL;DF;Granada;es La Liga;29;12;4;440;1;1;1;3;1;33,3;0,33;1;14,1;0;0;0;0,6;0,6;0,21;0,4;0,4;164;223;73,5;4916666
Santiago Arzamendia;PAR;MF,DF;Cádiz;es La Liga;23;14;5;469;1;0,2;1;6;1;16,7;0,17;1;35,6;0;0;0;0,2;0,2;0,03;0,8;0,8;109;170;64,1;3042857
Santiago Ascacíbar;ARG;MF;Hertha BSC;de Bundesliga;24;28;27;2375;0;1,5;0;13;1;7,7;0;0;17,1;0;0;0;1,2;1,2;0,09;-1,2;-1,2;978;1182;82,7;6700000
Sardar Azmoun;IRN;FW,MF;Leverkusen;de Bundesliga;26;9;4;359;1;2,9;1;10;4;40;0,1;0,25;12,4;0;0;0;2,3;2,3;0,23;-1,3;-1,3;80;112;71,4;20400000
Sargis Adamyan;ARM;FW,MF;Hoffenheim;de Bundesliga;28;13;2;331;1;1,2;1;3;2;66,7;0,33;0,5;16,7;0;0;0;0,5;0,5;0,17;0,5;0,5;73;98;74,5;2928571
Sasa Kalajdzic;AUT;FW;Stuttgart;de Bundesliga;24;15;13;1221;5;8,3;6;36;13;36,1;0,14;0,38;12,5;0;1;2;6,3;4,8;0,13;-0,3;0,2;267;382;69,9;19000000
Sascha Burchert;GER;GK;Greuther Fürth;de Bundesliga;31;14;14;1260;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331;555;59,6;408333
Saulo Decarli;SUI;DF;Bochum;de Bundesliga;29;1;0;9;0;0;0;1;1;100;0;0;14;0;0;0;0;0;0,03;0;0;6;6;100;416666
Saîf-Eddine Khaoui;TUN;MF,FW;Clermont Foot;fr Ligue 1;26;23;9;927;1;3;1;19;7;36,8;0,05;0,14;18,4;2;0;0;2,1;2,1;0,11;-1,1;-1,1;291;396;73,5;1575000
Saïd Benrahma;ALG;FW,MF;West Ham;eng Premier League;25;32;26;2168;8;8,3;8;63;22;34,9;0,13;0,36;18,7;3;0;0;5,1;5,1;0,08;2,9;2,9;625;831;75,2;23500000
Saúl García;ESP;FW;Alavés;es La Liga;26;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;33,3;600000
Saúl Ñíguez;ESP;DF,MF;Atlético Madrid;es La Liga;26;3;2;201;0;0,5;0;4;0;0;0;0;16,6;0;0;0;0,4;0,4;0,09;-0,4;-0,4;96;119;80,7;32000000
Scott McTominay;SCO;MF;Manchester Utd;eng Premier League;24;30;28;2387;1;3,3;1;27;7;25,9;0,04;0,14;19,4;0;0;0;1,5;1,5;0,06;-0,5;-0,5;1059;1246;85;31166666
Sead Kolasinac;BIH;DF;Arsenal;eng Premier League;28;2;1;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;76,9;4000000
Sean Longstaff;ENG;MF;Newcastle Utd;eng Premier League;23;24;15;1464;1;1,9;1;15;2;13,3;0,07;0,5;23,9;1;0;0;1,2;1,2;0,08;-0,2;-0,2;491;606;81;15500000
Sebastiaan Bornauw;BEL;DF;Wolfsburg;de Bundesliga;22;27;23;2007;1;1,5;1;13;4;30,8;0,08;0,25;9,8;0;0;0;1,3;1,3;0,1;-0,3;-0,3;1004;1164;86,3;11583333
Sebastian Andersson;SWE;FW;Köln;de Bundesliga;30;26;13;1257;3;6;3;35;13;37,1;0,09;0,23;11,3;0;0;0;4,7;4,7;0,13;-1,7;-1,7;168;253;66,4;3200000
Sebastian Giovinco;ITA;MF;Sampdoria;it Serie A;34;2;0;39;0;0;0;1;0;0;0;0;19,2;0;0;0;0;0;0,04;0;0;6;10;60;1420000
Sebastian Griesbeck;GER;DF,MF;Greuther Fürth;de Bundesliga;30;29;28;2439;1;0,8;1;7;2;28,6;0,14;0,5;11,2;0;0;0;0,7;0,7;0,1;0,3;0,3;697;878;79,4;820000
Sebastian Polter;GER;FW;Bochum;de Bundesliga;30;33;27;2341;9;10,1;10;54;21;38,9;0,17;0,43;11,3;0;1;2;9,1;7,6;0,14;0,9;1,4;293;518;56,6;1500000
Sebastian Rode;GER;MF;Eint Frankfurt;de Bundesliga;30;17;10;759;1;1,6;1;6;2;33,3;0,17;0,5;18,2;0;0;0;0,8;0,8;0,14;0,2;0,2;344;424;81,1;3100000
Sebastian Rudy;GER;MF;Hoffenheim;de Bundesliga;31;21;7;773;3;2,4;3;14;5;35,7;0,21;0,6;19,1;0;0;0;2;2;0,14;1;1;309;416;74,3;2500000
Sebastian Vasiliadis;GRE;MF;Arminia;de Bundesliga;23;19;16;1193;0;0,7;0;12;2;16,7;0;0;24,5;0;0;0;0,4;0,4;0,03;-0,4;-0,4;234;346;67,6;1800000
Sebastian Walukiewicz;POL;DF;Cagliari;it Serie A;21;7;4;302;0;0,3;0;1;0;0;0;0;5;0;0;0;0,3;0,3;0,31;-0,3;-0,3;161;179;89,9;5200000
Sebastiano Luperto;ITA;DF;Empoli;it Serie A;24;24;22;1958;0;1,4;0;9;3;33,3;0;0;12,7;0;0;0;0,9;0,9;0,09;-0,9;-0,9;826;971;85,1;2680000
Sebastien De Maio;FRA;DF;Udinese;it Serie A;34;2;2;180;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;75;70,7;425000
Seko Fofana;CIV;MF;Lens;fr Ligue 1;26;38;38;3357;8;11,3;8;98;32;32,7;0,08;0,25;20,3;0;0;0;7,6;7,6;0,08;0,4;0,4;1596;1819;87,7;22500000
Sekou Yansané;GUI;FW;Paris S-G;fr Ligue 1;18;1;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;333333
Serge Aurier;CIV;DF;Villarreal;es La Liga;28;19;10;1010;0;2;0;11;2;18,2;0;0;15,1;0;0;0;0,8;0,8;0,07;-0,8;-0,8;627;734;85,4;13000000
Serge Gnabry;GER;FW,DF;Bayern Munich;de Bundesliga;26;34;25;2185;14;15;14;68;26;38,2;0,21;0,54;16,1;0;0;0;8,3;8,3;0,12;5,7;5,7;1070;1354;79;65833333
Sergi Canós;ESP;DF;Brentford;eng Premier League;24;31;25;2083;3;4,9;3;33;12;36,4;0,09;0,25;16,4;1;0;0;3;3;0,09;0;0;452;748;60,4;11285714
Sergi Darder;ESP;MF;Espanyol;es La Liga;27;36;36;3125;3;7,8;3;44;17;38,6;0,07;0,18;23,2;0;0;0;2,8;2,8;0,06;0,2;0,2;1442;1746;82,6;9875000
Sergi Guardiola;ESP;FW;Rayo Vallecano;es La Liga;30;32;20;1710;7;7,8;8;48;16;33,3;0,15;0,44;14,4;0;1;1;7,2;6,4;0,13;0,8;0,6;303;436;69,5;3100000
Sergi Gómez;ESP;DF;Espanyol;es La Liga;29;31;31;2720;1;1,7;1;7;3;42,9;0,14;0,33;11,9;0;0;0;0,9;0,9;0,13;0,1;0,1;1148;1327;86,5;2750000
Sergi Roberto;ESP;MF,DF;Barcelona;es La Liga;29;9;4;400;2;2;2;4;3;75;0,5;0,67;9;0;0;0;1,6;1,6;0,41;0,4;0,4;241;268;89,9;12285714
Sergio Agüero;ARG;FW;Barcelona;es La Liga;33;4;2;151;1;1,3;1;6;1;16,7;0,17;1;12,1;0;0;0;1,1;1,1;0,18;-0,1;-0,1;31;43;72,1;19333333
Sergio Asenjo;ESP;GK;Villarreal;es La Liga;32;6;6;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;222;82,4;5333333
Sergio Busquets;ESP;MF;Barcelona;es La Liga;33;36;36;3198;2;2,6;2;14;4;28,6;0,14;0,5;19,7;0;0;0;0,7;0,7;0,05;1,3;1,3;2462;2799;88;8400000
Sergio Canales;ESP;FW,MF;Betis;es La Liga;30;34;33;2791;5;9,8;5;55;23;41,8;0,09;0,22;20,1;3;0;0;4,7;4,7;0,09;0,3;0,3;1551;1867;83,1;20000000
Sergio Córdova;VEN;FW,MF;Augsburg;de Bundesliga;23;13;2;328;0;1;0;7;1;14,3;0;0;10;0;0;0;0,9;0,9;0,12;-0,9;-0,9;36;56;64,3;1300000
Sergio Escudero;ESP;DF,MF;Granada;es La Liga;31;27;15;1434;2;2,6;2;21;3;14,3;0,1;0,67;26,5;4;0;0;1,5;1,5;0,07;0,5;0,5;524;721;72,7;2220000
Sergio Herrera;ESP;GK;Osasuna;es La Liga;28;36;36;3240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;657;1147;57,3;5633333
Sergio Postigo;ESP;DF;Levante;es La Liga;32;13;10;848;0;0,3;0;2;0;0;0;0;15,5;0;0;0;0,1;0,1;0,04;-0,1;-0,1;295;356;82,9;880000
Sergio Ramos;ESP;DF;Paris S-G;fr Ligue 1;35;12;8;801;2;1,6;2;12;4;33,3;0,17;0,5;14,2;0;0;0;1,6;1,6;0,15;0,4;0,4;776;822;94,4;8800000
Sergio Reguilón;ESP;DF;Tottenham;eng Premier League;24;25;22;1916;2;7;2;21;9;42,9;0,1;0,22;14,9;0;0;0;3;3;0,14;-1;-1;744;986;75,5;23000000
Sergio Rico;ESP;GK;Mallorca;es La Liga;27;14;14;1260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;359;68,5;5333333
Sergio Romero;ARG;GK;Venezia;it Serie A;34;16;16;1440;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;590;71,4;920000
Sergio Santos;ESP;DF;Real Madrid;es La Liga;20;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;100;241666
Sergiño Dest;USA;DF,FW;Barcelona;es La Liga;20;21;17;1512;0;4,3;0;12;3;25;0;0;15,6;0;0;0;1,5;1,5;0,13;-1,5;-1,5;880;1000;88;19833333
Shandon Baptiste;GRN;MF;Brentford;eng Premier League;23;22;9;910;1;1,2;1;12;4;33,3;0,08;0,25;18,9;0;0;0;0,7;0,7;0,06;0,3;0,3;255;306;83,3;1966666
Shane Duffy;IRL;DF;Brighton;eng Premier League;29;18;15;1436;1;1,5;1;21;5;23,8;0,05;0,2;9,4;0;0;0;1,3;1,3;0,06;-0,3;-0,3;894;1007;88,8;4750000
Shane Long;IRL;FW;Southampton;eng Premier League;34;13;3;308;1;1,1;1;9;5;55,6;0,11;0,2;10,7;0;0;0;1;1;0,11;0;0;46;75;61,3;920000
Sheraldo Becker;SUR;FW,MF;Union Berlin;de Bundesliga;26;28;22;1758;4;9,6;4;37;18;48,6;0,11;0,22;20,4;1;0;0;3;3;0,08;1;1;385;610;63,1;7142857
Shkodran Mustafi;GER;DF;Levante;es La Liga;29;11;8;658;1;0,1;1;4;2;50;0,25;0,5;16;0;0;0;0,1;0,1;0,02;0,9;0,9;281;358;78,5;3166666
Shola Shoretire;ENG;FW;Manchester Utd;eng Premier League;17;1;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;100;3500000
Sidney Raebiger;GER;MF;RB Leipzig;de Bundesliga;16;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;750000
Sikou Niakaté;FRA;DF;Metz;fr Ligue 1;22;12;8;661;0;0,2;0;4;0;0;0;0;16,2;0;0;0;0,1;0,1;0,03;-0,1;-0,1;184;219;84;2314285
Silvan Hefti;SUI;DF;Genoa;it Serie A;23;16;14;1288;0;1,1;0;5;1;20;0;0;16,4;0;0;0;0,2;0,2;0,04;-0,2;-0,2;408;556;73,4;4240000
Silvan Widmer;SUI;DF;Mainz 05;de Bundesliga;28;33;33;2920;4;4,8;4;23;8;34,8;0,17;0,5;16,4;0;0;0;2,2;2,2;0,09;1,8;1,8;1075;1498;71,8;4600000
Simon Asta;GER;DF;Greuther Fürth;de Bundesliga;20;13;9;783;0;0,3;0;3;0;0;0;0;15;0;0;0;0,2;0,2;0,07;-0,2;-0,2;287;401;71,6;592857
Simon Banza;FRA;FW;Lens;fr Ligue 1;24;4;1;124;1;1,8;1;6;4;66,7;0,17;0,25;14,4;0;0;0;1,2;1,2;0,2;-0,2;-0,2;20;29;69;4312500
Simon Zoller;GER;FW;Bochum;de Bundesliga;30;10;6;596;3;2,9;3;11;7;63,6;0,27;0,43;11,1;0;0;0;2,1;2,1;0,19;0,9;0,9;120;157;76,4;1420000
Simone Bastoni;ITA;MF,DF;Spezia;it Serie A;24;31;26;2288;3;5,1;3;28;6;21,4;0,11;0,5;22,8;0;0;0;1,7;1,7;0,06;1,3;1,3;888;1210;73,4;5166666
Simone Pafundi;ITA;FW;Udinese;it Serie A;15;1;0;23;0;0,2;0;1;1;100;0;0;19,6;0;0;0;0,1;0,1;0,08;-0,1;-0,1;10;12;83,3;1933333
Simone Romagnoli;ITA;DF;Empoli;it Serie A;31;19;17;1497;2;1,6;2;5;2;40;0,4;1;5,7;0;0;0;1,4;1,4;0,28;0,6;0,6;609;772;78,9;1070000
Simone Trimboli;ITA;MF;Sampdoria;it Serie A;19;5;0;65;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;51;88,2;550000
Simone Verdi;ITA;FW,MF;Salernitana;it Serie A;29;15;11;829;4;4,4;5;35;14;40;0,11;0,29;22,2;9;1;1;3,9;3,1;0,09;1,1;0,9;230;335;68,7;6166666
Simone Zaza;ITA;FW,MF;Torino;it Serie A;30;10;0;129;0;1;0;9;3;33,3;0;0;11,5;0;0;0;1;1;0,11;-1;-1;34;44;77,3;1460000
Sofian Kiyine;MAR;MF,FW;Venezia;it Serie A;23;26;14;1239;1;3;1;20;5;25;0,05;0,2;25,7;2;0;1;1,6;0,7;0,04;-0,6;0,3;396;533;74,3;1780000
Sofiane Alakouch;MAR;DF,MF;Metz;fr Ligue 1;23;4;0;158;0;0;0;1;0;0;0;0;26;0;0;0;0;0;0,03;0;0;84;102;82,4;1500000
Sofiane Boufal;MAR;FW,MF;Angers;fr Ligue 1;27;29;28;2330;5;12,3;8;62;24;38,7;0,08;0,21;22,2;10;3;3;8,2;5,9;0,1;-0,2;-0,9;775;1023;75,8;7250000
Sofiane Diop;FRA;MF,FW;Monaco;fr Ligue 1;21;30;24;1948;6;9,5;6;37;12;32,4;0,16;0,5;16,4;2;0;0;5,4;5,4;0,15;0,6;0,6;725;981;73,9;17142857
Sofyan Amrabat;MAR;MF;Fiorentina;it Serie A;24;23;8;944;1;0,4;1;4;3;75;0,25;0,33;24,4;0;0;0;0,2;0,2;0,05;0,8;0,8;642;711;90,3;13500000
Solly March;ENG;DF,FW;Brighton;eng Premier League;27;31;17;1746;0;4,3;0;21;10;47,6;0;0;17,3;2;0;0;1,5;1,5;0,07;-1,5;-1,5;553;766;72,2;11142857
Solomon Bonnah;NED;DF;RB Leipzig;de Bundesliga;17;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;100;666666
Soma Novothny;HUN;FW,MF;Bochum;de Bundesliga;27;6;0;80;1;0,5;1;3;1;33,3;0,33;1;9;0;0;0;0,5;0,5;0,16;0,5;0,5;12;17;70,6;375000
Son;ESP;DF;Levante;es La Liga;27;26;22;1971;1;2,8;1;14;7;50;0,07;0,14;19,3;0;0;0;1,2;1,2;0,08;-0,2;-0,2;793;1059;74,9;880000
Sonny Perkins;ENG;FW;West Ham;eng Premier League;17;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1000000
Souleyman Doumbia;CIV;DF;Angers;fr Ligue 1;24;27;27;2219;0;2,1;0;14;3;21,4;0;0;20,1;0;0;0;0,7;0,7;0,05;-0,7;-0,7;915;1102;83;2750000
Stanislav Lobotka;SVK;MF;Napoli;it Serie A;26;23;19;1686;1;0,7;1;2;1;50;0,5;1;24,1;0;0;0;0,1;0,1;0,03;0,9;0,9;1344;1444;93,1;19000000
Stefan Bajic;FRA;GK;Saint-Étienne;fr Ligue 1;19;7;4;510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;185;70,3;1575000
Stefan Bell;GER;DF;Mainz 05;de Bundesliga;29;33;33;2864;2;3,1;2;22;5;22,7;0,09;0,4;9,3;0;0;0;1,5;1,5;0,07;0,5;0,5;1166;1479;78,8;2180000
Stefan Ilsanker;AUT;DF,MF;Eint Frankfurt;de Bundesliga;32;12;3;266;0;0,2;0;4;0;0;0;0;13,1;0;0;0;0,2;0,2;0,06;-0,2;-0,2;96;116;82,8;1320000
Stefan Lainer;AUT;DF;M'Gladbach;de Bundesliga;28;21;19;1471;1;3,1;1;12;2;16,7;0,08;0,5;14,3;0;0;0;0,6;0,6;0,05;0,4;0,4;575;767;75;8428571
Stefan Ortega;GER;GK;Arminia;de Bundesliga;28;33;33;2970;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1229;1758;69,9;5250000
Stefan Posch;AUT;DF;Hoffenheim;de Bundesliga;24;28;26;2199;2;1,8;2;13;6;46,2;0,15;0,33;20,8;1;0;0;1,3;1,3;0,1;0,7;0,7;1135;1397;81,2;10250000
Stefan Strandberg;NOR;DF;Salernitana;it Serie A;31;11;11;933;0;0,6;0;9;2;22,2;0;0;13,6;1;0;0;0,4;0,4;0,04;-0,4;-0,4;432;511;84,5;650000
Stefan de Vrij;NED;DF;Inter;it Serie A;29;30;28;2410;0;2,5;0;19;3;15,8;0;0;9;0;0;0;2,5;2,5;0,13;-2,5;-2,5;1423;1528;93,1;29000000
Stefano Okaka;ITA;FW;Udinese;it Serie A;31;2;0;22;0;0;0;1;0;0;0;0;13,6;0;0;0;0;0;0,02;0;0;5;5;100;2455555
Stefano Sabelli;ITA;DF;Genoa;it Serie A;28;7;5;348;0;0,3;0;2;1;50;0;0;18,3;0;0;0;0,2;0,2;0,11;-0,2;-0,2;96;151;63,6;1560000
Stefano Sensi;ITA;MF;Inter;it Serie A;25;9;1;167;0;0,6;0;3;0;0;0;0;11,8;0;0;0;0,3;0,3;0,11;-0,3;-0,3;106;124;85,5;9833333
Stefano Sturaro;ITA;MF;Genoa;it Serie A;28;25;24;1766;0;1;0;9;0;0;0;0;18,9;0;0;0;0,5;0,5;0,05;-0,5;-0,5;379;594;63,8;3425000
Stefanos Kapino;GRE;GK;Arminia;de Bundesliga;27;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;31;64,5;591666
Steffen Tigges;GER;FW,MF;Dortmund;de Bundesliga;23;9;0;112;3;1,2;3;4;3;75;0,75;1;8,2;0;0;0;1;1;0,25;2;2;24;43;55,8;1592857
Stephan El Shaarawy;ITA;DF,FW;Roma;it Serie A;28;27;8;1055;3;5,4;3;39;13;33,3;0,08;0,23;18,2;1;0;0;3;3;0,08;0;0;487;586;83,1;6250000
Stephan Fürstner;GER;MF;Mainz 05;de Bundesliga;33;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;20;131250
Stephy Mavididi;ENG;FW,MF;Montpellier;fr Ligue 1;23;30;27;2299;8;10,8;8;59;23;39;0,14;0,35;16,3;0;0;0;7,6;7,6;0,14;0,4;0,4;454;576;78,8;8285714
Steve Mandanda;FRA;GK;Marseille;fr Ligue 1;36;9;9;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;396;80,6;1840000
Steve Mounié;BEN;FW;Brest;fr Ligue 1;26;35;25;2312;7;11,5;9;72;24;33,3;0,1;0,29;12,1;0;2;2;11,8;10,3;0,14;-2,8;-3,3;453;728;62,2;6800000
Steven Alzate;COL;MF;Brighton;eng Premier League;22;9;5;404;0;0,3;0;1;1;100;0;0;18,4;0;0;0;0,1;0,1;0,07;-0,1;-0,1;207;234;88,5;5416666
Steven Bergwijn;NED;FW,MF;Tottenham;eng Premier League;23;25;4;565;3;3,7;3;19;10;52,6;0,16;0,3;15,9;0;0;0;3,1;3,1;0,16;-0,1;-0,1;148;178;83,1;23000000
Steven Fortes;CPV;DF;Lens;fr Ligue 1;29;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;29;86,2;650000
Stole Dimitrievski;MKD;GK;Rayo Vallecano;es La Liga;27;31;30;2772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538;955;56,3;2528571
Stuart Armstrong;SCO;MF;Southampton;eng Premier League;29;25;15;1473;2;4,1;2;38;9;23,7;0,05;0,22;19,8;0;0;0;2,8;2,8;0,07;-0,8;-0,8;583;734;79,4;6500000
Stuart Dallas;NIR;DF,MF;Leeds United;eng Premier League;30;34;34;2919;1;4,3;1;31;8;25,8;0,03;0,13;21,1;0;0;0;2;2;0,06;-1;-1;1312;1666;78,8;3333333
Stuart McKinstry;SCO;MF;Leeds United;eng Premier League;18;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;75;258333
Stéphane Bahoken;CMR;FW;Angers;fr Ligue 1;29;29;12;1099;3;4,8;3;24;14;58,3;0,13;0,21;16,5;0;0;0;3,8;3,8;0,16;-0,8;-0,8;168;220;76,4;4500000
Stéphane Diarra;FRA;FW,MF;Lorient;fr Ligue 1;22;15;5;525;0;2,8;0;12;4;33,3;0;0;17,4;0;0;0;1,3;1,3;0,11;-1,3;-1,3;142;198;71,7;2133333
Suat Serdar;GER;MF,FW;Hertha BSC;de Bundesliga;24;30;27;2218;3;3,9;3;33;10;30,3;0,09;0,3;17,2;0;0;0;2,4;2,4;0,07;0,6;0,6;428;590;72,5;9812500
Suf Podgoreanu;ISR;FW;Spezia;it Serie A;19;5;1;113;0;0,1;0;1;0;0;0;0;24,5;0;0;0;0;0;0,04;0;0;39;50;78;462500
Suso;ESP;FW;Sevilla;es La Liga;27;8;6;384;0;0,6;0;6;2;33,3;0;0;22,3;0;0;0;0,2;0,2;0,04;-0,2;-0,2;142;186;76,3;14666666
Sven Botman;NED;DF;Lille;fr Ligue 1;21;25;25;2250;3;1,8;3;15;5;33,3;0,2;0,6;9,4;0;0;0;1,4;1,4;0,1;1,6;1,6;1330;1492;89,1;32375000
Sven Michel;GER;FW;Union Berlin;de Bundesliga;31;13;2;338;3;3,3;3;9;3;33,3;0,33;1;16,2;0;0;0;1,6;1,6;0,17;1,4;1,4;83;124;66,9;1000000
Sven Ulreich;GER;GK;Bayern Munich;de Bundesliga;32;6;6;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;236;84,7;1020000
Sydney van Hooijdonk;NED;FW,MF;Bologna;it Serie A;21;4;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;17;94,1;1640000
Sébastien Corchia;FRA;DF;Nantes;fr Ligue 1;30;28;13;1324;0;1;0;11;3;27,3;0;0;27,7;4;0;0;0,4;0,4;0,03;-0,4;-0,4;374;560;66,8;1800000
Sérgio Oliveira;POR;MF;Roma;it Serie A;29;14;13;892;1;2,3;2;11;5;45,5;0,09;0,2;24,1;2;1;1;1,4;0,7;0,07;0,6;0,3;405;499;81,2;11818181
Tachi;ESP;DF;Alavés;es La Liga;23;5;2;239;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;85;64,7;700000
Taiwo Awoniyi;NGA;FW;Union Berlin;de Bundesliga;23;31;29;2174;13;14,5;15;66;30;45,5;0,2;0,43;12,9;0;2;2;14;12,4;0,19;1;0,6;334;484;69;12083333
Takefusa Kubo;JPN;FW,MF;Mallorca;es La Liga;20;28;17;1605;1;5,7;1;49;9;18,4;0,02;0,11;19,8;3;0;0;3,1;3,1;0,06;-2,1;-2,1;363;516;70,3;12250000
Takehiro Tomiyasu;JPN;DF;Arsenal;eng Premier League;22;21;20;1679;0;1,4;0;11;2;18,2;0;0;16,1;0;0;0;0,8;0,8;0,08;-0,8;-0,8;883;1085;81,4;23400000
Takuma Asano;JPN;FW,MF;Bochum;de Bundesliga;26;27;20;1608;3;5,9;3;32;11;34,4;0,09;0,27;17;0;0;0;3,5;3,5;0,11;-0,5;-0,5;263;378;69,6;3100000
